"FileName","FullPath","SizeKB","Reason"
"5TBZEDB6__Diapositiva933.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5TBZEDB6__Diapositiva933.JPG","119.1","Could not parse NFT number from filename"
"5U86QTMA__Diapositiva113.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5U86QTMA__Diapositiva113.JPG","48.3","Could not parse NFT number from filename"
"5UDHLJIM__Diapositiva534.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5UDHLJIM__Diapositiva534.JPG","112.7","Could not parse NFT number from filename"
"5V48TWZF__Diapositiva963.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5V48TWZF__Diapositiva963.JPG","65.5","Could not parse NFT number from filename"
"5V8IG2KN__Diapositiva608.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5V8IG2KN__Diapositiva608.JPG","166.5","Could not parse NFT number from filename"
"5WKSA9ZW__Diapositiva414.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5WKSA9ZW__Diapositiva414.JPG","61.7","Could not parse NFT number from filename"
"5WNM2P4X__Diapositiva549.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5WNM2P4X__Diapositiva549.JPG","33.1","Could not parse NFT number from filename"
"62MBKDAJ__Diapositiva109.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\62MBKDAJ__Diapositiva109.JPG","156.1","Could not parse NFT number from filename"
"62S364AN__Diapositiva196.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\62S364AN__Diapositiva196.JPG","77.8","Could not parse NFT number from filename"
"63BSKCP9__Diapositiva250.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\63BSKCP9__Diapositiva250.JPG","148.4","Could not parse NFT number from filename"
"63YK6RBY__Diapositiva295.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\63YK6RBY__Diapositiva295.JPG","98.1","Could not parse NFT number from filename"
"642ZG8VU__Diapositiva998.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\642ZG8VU__Diapositiva998.JPG","55","Could not parse NFT number from filename"
"64BDY4XT__Diapositiva245.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\64BDY4XT__Diapositiva245.JPG","72.8","Could not parse NFT number from filename"
"65B7LDHK__Diapositiva202.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\65B7LDHK__Diapositiva202.JPG","75.7","Could not parse NFT number from filename"
"65KWLQWS__Diapositiva21.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\65KWLQWS__Diapositiva21.JPG","61.2","Could not parse NFT number from filename"
"66AMXA7V__Diapositiva268.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\66AMXA7V__Diapositiva268.JPG","54","Could not parse NFT number from filename"
"66HGYHQR__Diapositiva543.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\66HGYHQR__Diapositiva543.JPG","94.5","Could not parse NFT number from filename"
"66HGZM6J__Diapositiva915.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\66HGZM6J__Diapositiva915.JPG","35.1","Could not parse NFT number from filename"
"67FSRVRS__Diapositiva855.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\67FSRVRS__Diapositiva855.JPG","140.4","Could not parse NFT number from filename"
"6ACLQUAD__Diapositiva816.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6ACLQUAD__Diapositiva816.JPG","41.5","Could not parse NFT number from filename"
"6ANMUYD6__Diapositiva936.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6ANMUYD6__Diapositiva936.JPG","150","Could not parse NFT number from filename"
"6APKMHAN__Diapositiva184.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6APKMHAN__Diapositiva184.JPG","121.2","Could not parse NFT number from filename"
"6ATHJD3Y__Diapositiva544.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6ATHJD3Y__Diapositiva544.JPG","108.6","Could not parse NFT number from filename"
"6AWNKQFD__Diapositiva596.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6AWNKQFD__Diapositiva596.JPG","114.4","Could not parse NFT number from filename"
"6BH3L5HS__Diapositiva621.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6BH3L5HS__Diapositiva621.JPG","82.2","Could not parse NFT number from filename"
"6BN2DID9__Diapositiva235.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6BN2DID9__Diapositiva235.JPG","134","Could not parse NFT number from filename"
"6BW24ZI4__Diapositiva634.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6BW24ZI4__Diapositiva634.JPG","30.8","Could not parse NFT number from filename"
"6E42B948__Diapositiva396.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6E42B948__Diapositiva396.JPG","60.6","Could not parse NFT number from filename"
"6EC9R2W8__Diapositiva381.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6EC9R2W8__Diapositiva381.JPG","134.8","Could not parse NFT number from filename"
"6EEI7DSD__Diapositiva85.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6EEI7DSD__Diapositiva85.JPG","85.6","Could not parse NFT number from filename"
"6ERP4GCH__Diapositiva697.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6ERP4GCH__Diapositiva697.JPG","69.2","Could not parse NFT number from filename"
"6F2VVHVI__Diapositiva126.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6F2VVHVI__Diapositiva126.JPG","63","Could not parse NFT number from filename"
"6FMSXLEJ__Diapositiva693.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6FMSXLEJ__Diapositiva693.JPG","74.4","Could not parse NFT number from filename"
"6FVRQ2UG__Diapositiva884.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6FVRQ2UG__Diapositiva884.JPG","54.7","Could not parse NFT number from filename"
"6G48GUWQ__Diapositiva193.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6G48GUWQ__Diapositiva193.JPG","121.8","Could not parse NFT number from filename"
"6HPD87WD__Diapositiva825.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6HPD87WD__Diapositiva825.JPG","50.9","Could not parse NFT number from filename"
"6I46NCSF__Diapositiva628.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6I46NCSF__Diapositiva628.JPG","86","Could not parse NFT number from filename"
"6I7DFRPW__Diapositiva157.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6I7DFRPW__Diapositiva157.JPG","55","Could not parse NFT number from filename"
"6IDKVH63__Diapositiva782.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6IDKVH63__Diapositiva782.JPG","70.7","Could not parse NFT number from filename"
"6IS83LMV__Diapositiva990.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6IS83LMV__Diapositiva990.JPG","141.3","Could not parse NFT number from filename"
"6J4RF4UD__Diapositiva461.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6J4RF4UD__Diapositiva461.JPG","81.9","Could not parse NFT number from filename"
"6J76KFW2__Diapositiva834.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6J76KFW2__Diapositiva834.JPG","143.1","Could not parse NFT number from filename"
"6JIQMYNE__Diapositiva192.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6JIQMYNE__Diapositiva192.JPG","97.7","Could not parse NFT number from filename"
"6JP3BZVU__Diapositiva617.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6JP3BZVU__Diapositiva617.JPG","137.8","Could not parse NFT number from filename"
"6JPR6P4R__Diapositiva48.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6JPR6P4R__Diapositiva48.JPG","136.9","Could not parse NFT number from filename"
"6KESVIZ3__Diapositiva123.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6KESVIZ3__Diapositiva123.JPG","59.2","Could not parse NFT number from filename"
"6KS4T6EV__Diapositiva166.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6KS4T6EV__Diapositiva166.JPG","66.6","Could not parse NFT number from filename"
"6KVZU7C9__Diapositiva764.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6KVZU7C9__Diapositiva764.JPG","78.2","Could not parse NFT number from filename"
"6KZTK6W3__Diapositiva664.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6KZTK6W3__Diapositiva664.JPG","40.9","Could not parse NFT number from filename"
"6L6I35YM__Diapositiva413.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6L6I35YM__Diapositiva413.JPG","120.3","Could not parse NFT number from filename"
"6LG8JCKE__Diapositiva192.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6LG8JCKE__Diapositiva192.JPG","56.3","Could not parse NFT number from filename"
"6LI7LGH3__Diapositiva565.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6LI7LGH3__Diapositiva565.JPG","45.4","Could not parse NFT number from filename"
"6LX532DH__Diapositiva443.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6LX532DH__Diapositiva443.JPG","59.9","Could not parse NFT number from filename"
"6MIA8ZSW__Diapositiva822.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6MIA8ZSW__Diapositiva822.JPG","116.3","Could not parse NFT number from filename"
"6NCBFFDF__Diapositiva341.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6NCBFFDF__Diapositiva341.JPG","98","Could not parse NFT number from filename"
"6NCH4DK6__Diapositiva109.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6NCH4DK6__Diapositiva109.JPG","86.2","Could not parse NFT number from filename"
"6NKHW8AP__Diapositiva282.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6NKHW8AP__Diapositiva282.JPG","69.8","Could not parse NFT number from filename"
"6PTHLQFT__Diapositiva137.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6PTHLQFT__Diapositiva137.JPG","60.6","Could not parse NFT number from filename"
"6QKEXA23__Diapositiva217.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6QKEXA23__Diapositiva217.JPG","79.2","Could not parse NFT number from filename"
"6QPJH98T__Diapositiva593.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6QPJH98T__Diapositiva593.JPG","81","Could not parse NFT number from filename"
"6SB75UTZ__Diapositiva294.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6SB75UTZ__Diapositiva294.JPG","84","Could not parse NFT number from filename"
"6SQS3KFU__Diapositiva113.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6SQS3KFU__Diapositiva113.JPG","142","Could not parse NFT number from filename"
"6SRML2IG__Diapositiva156.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6SRML2IG__Diapositiva156.JPG","118.8","Could not parse NFT number from filename"
"6T639NQS__Diapositiva159.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6T639NQS__Diapositiva159.JPG","138","Could not parse NFT number from filename"
"6TQWNQVL__Diapositiva885.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6TQWNQVL__Diapositiva885.JPG","76.3","Could not parse NFT number from filename"
"6U3Z59LE__Diapositiva241.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6U3Z59LE__Diapositiva241.JPG","95.9","Could not parse NFT number from filename"
"6U7ZD72H__Diapositiva838.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6U7ZD72H__Diapositiva838.JPG","90.4","Could not parse NFT number from filename"
"6U97QN8G__Diapositiva958.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6U97QN8G__Diapositiva958.JPG","152.4","Could not parse NFT number from filename"
"6UA7ZUDD__Diapositiva922.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6UA7ZUDD__Diapositiva922.JPG","81.3","Could not parse NFT number from filename"
"6UK9GLTN__Diapositiva723.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6UK9GLTN__Diapositiva723.JPG","146.7","Could not parse NFT number from filename"
"6UVKKZ9T__Diapositiva696.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6UVKKZ9T__Diapositiva696.JPG","79.4","Could not parse NFT number from filename"
"6UWIBKZ2__Diapositiva143.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6UWIBKZ2__Diapositiva143.JPG","89.6","Could not parse NFT number from filename"
"6VHFMSNX__Diapositiva808.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6VHFMSNX__Diapositiva808.JPG","52.6","Could not parse NFT number from filename"
"6VJR92EM__Diapositiva734.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6VJR92EM__Diapositiva734.JPG","119.8","Could not parse NFT number from filename"
"6VPNP8HU__Diapositiva895.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6VPNP8HU__Diapositiva895.JPG","102.1","Could not parse NFT number from filename"
"6VVYTNXY__Diapositiva469.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6VVYTNXY__Diapositiva469.JPG","120.7","Could not parse NFT number from filename"
"6W2HX63Z__Diapositiva126.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6W2HX63Z__Diapositiva126.JPG","124.7","Could not parse NFT number from filename"
"6W6A9EJM__Diapositiva508.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6W6A9EJM__Diapositiva508.JPG","77.7","Could not parse NFT number from filename"
"6WV6QJML__Diapositiva757.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6WV6QJML__Diapositiva757.JPG","130.5","Could not parse NFT number from filename"
"6WYWN4B4__Diapositiva670.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6WYWN4B4__Diapositiva670.JPG","79.9","Could not parse NFT number from filename"
"6X974HZ7__Diapositiva902.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6X974HZ7__Diapositiva902.JPG","115.3","Could not parse NFT number from filename"
"6XCE6GT4__Diapositiva682.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6XCE6GT4__Diapositiva682.JPG","165.3","Could not parse NFT number from filename"
"6XX6C3MD__Diapositiva494.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6XX6C3MD__Diapositiva494.JPG","61.7","Could not parse NFT number from filename"
"6YDKJF2U__Diapositiva559.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6YDKJF2U__Diapositiva559.JPG","70.2","Could not parse NFT number from filename"
"6YH2N53C__Diapositiva785.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6YH2N53C__Diapositiva785.JPG","146.9","Could not parse NFT number from filename"
"6YHSZFC4__Diapositiva556.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6YHSZFC4__Diapositiva556.JPG","55.2","Could not parse NFT number from filename"
"6YYKZ4XE__Diapositiva251.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6YYKZ4XE__Diapositiva251.JPG","116.7","Could not parse NFT number from filename"
"6ZDC3PA5__Diapositiva768.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6ZDC3PA5__Diapositiva768.JPG","135.4","Could not parse NFT number from filename"
"72VFKG48__Diapositiva102.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\72VFKG48__Diapositiva102.JPG","205.6","Could not parse NFT number from filename"
"73VJAAUM__Diapositiva900.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\73VJAAUM__Diapositiva900.JPG","93.4","Could not parse NFT number from filename"
"74T7YHQE__Diapositiva967.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\74T7YHQE__Diapositiva967.JPG","116.9","Could not parse NFT number from filename"
"756J42JQ__Diapositiva620.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\756J42JQ__Diapositiva620.JPG","91.8","Could not parse NFT number from filename"
"75UJB2MY__Diapositiva633.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\75UJB2MY__Diapositiva633.JPG","36.4","Could not parse NFT number from filename"
"76MWF7TZ__Diapositiva987.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\76MWF7TZ__Diapositiva987.JPG","71.6","Could not parse NFT number from filename"
"76NMGQX2__Diapositiva547.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\76NMGQX2__Diapositiva547.JPG","70.6","Could not parse NFT number from filename"
"779N73JY__Diapositiva719.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\779N73JY__Diapositiva719.JPG","85.9","Could not parse NFT number from filename"
"77QXLTLX__Diapositiva377.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\77QXLTLX__Diapositiva377.JPG","129.8","Could not parse NFT number from filename"
"78H2894L__Diapositiva399.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\78H2894L__Diapositiva399.JPG","59.6","Could not parse NFT number from filename"
"78HIAMED__Diapositiva470.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\78HIAMED__Diapositiva470.JPG","75.2","Could not parse NFT number from filename"
"78N3YK7C__Diapositiva694.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\78N3YK7C__Diapositiva694.JPG","62.8","Could not parse NFT number from filename"
"78ZWGMW9__Diapositiva282.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\78ZWGMW9__Diapositiva282.JPG","49.8","Could not parse NFT number from filename"
"795ZM5IZ__Diapositiva216.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\795ZM5IZ__Diapositiva216.JPG","125.3","Could not parse NFT number from filename"
"79C63LKQ__Diapositiva723.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\79C63LKQ__Diapositiva723.JPG","109.6","Could not parse NFT number from filename"
"79Z6JK2L__Diapositiva850.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\79Z6JK2L__Diapositiva850.JPG","143","Could not parse NFT number from filename"
"7BGKKGPD__Diapositiva298.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7BGKKGPD__Diapositiva298.JPG","104.3","Could not parse NFT number from filename"
"7C37U228__Diapositiva862.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7C37U228__Diapositiva862.JPG","220.2","Could not parse NFT number from filename"
"7C642SCG__Diapositiva270.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7C642SCG__Diapositiva270.JPG","226.9","Could not parse NFT number from filename"
"7CEX5DDN__Diapositiva386.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7CEX5DDN__Diapositiva386.JPG","86.7","Could not parse NFT number from filename"
"7CJ5QT63__Diapositiva975.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7CJ5QT63__Diapositiva975.JPG","87.7","Could not parse NFT number from filename"
"7DTLDT2H__Diapositiva428.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7DTLDT2H__Diapositiva428.JPG","110","Could not parse NFT number from filename"
"7EY9U5YJ__Diapositiva968.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7EY9U5YJ__Diapositiva968.JPG","138.7","Could not parse NFT number from filename"
"7F622FSE__Diapositiva985.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7F622FSE__Diapositiva985.JPG","143.2","Could not parse NFT number from filename"
"7G96EGCC__Diapositiva678.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7G96EGCC__Diapositiva678.JPG","86.8","Could not parse NFT number from filename"
"7GI6RSR5__Diapositiva840.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7GI6RSR5__Diapositiva840.JPG","45.8","Could not parse NFT number from filename"
"7GRFAU65__Diapositiva898.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7GRFAU65__Diapositiva898.JPG","54.1","Could not parse NFT number from filename"
"7H2YNX33__Diapositiva946.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7H2YNX33__Diapositiva946.JPG","37.7","Could not parse NFT number from filename"
"7H3RSMGY__Diapositiva231.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7H3RSMGY__Diapositiva231.JPG","40.8","Could not parse NFT number from filename"
"7HF5WIXS__Diapositiva961.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7HF5WIXS__Diapositiva961.JPG","144.1","Could not parse NFT number from filename"
"7HQPAEQV__Diapositiva184.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7HQPAEQV__Diapositiva184.JPG","95.8","Could not parse NFT number from filename"
"7HVFYJBD__Diapositiva696.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7HVFYJBD__Diapositiva696.JPG","77.5","Could not parse NFT number from filename"
"7HZ4IKH3__Diapositiva195.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7HZ4IKH3__Diapositiva195.JPG","72.6","Could not parse NFT number from filename"
"7I4SDNQQ__Diapositiva457.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7I4SDNQQ__Diapositiva457.JPG","107.6","Could not parse NFT number from filename"
"7IVEP4R8__Diapositiva793.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7IVEP4R8__Diapositiva793.JPG","87.2","Could not parse NFT number from filename"
"7IX7Y3FW__Diapositiva29.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7IX7Y3FW__Diapositiva29.JPG","62.1","Could not parse NFT number from filename"
"7JAWIKSP__Diapositiva641.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7JAWIKSP__Diapositiva641.JPG","48.8","Could not parse NFT number from filename"
"7JLQ9CX2__Diapositiva738.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7JLQ9CX2__Diapositiva738.JPG","119.7","Could not parse NFT number from filename"
"7JUHUG98__Diapositiva135.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7JUHUG98__Diapositiva135.JPG","45","Could not parse NFT number from filename"
"7JUYNI4B__Diapositiva288.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7JUYNI4B__Diapositiva288.JPG","73.2","Could not parse NFT number from filename"
"7JYFPBSJ__Diapositiva880.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7JYFPBSJ__Diapositiva880.JPG","39.7","Could not parse NFT number from filename"
"7KV3NEAP__Diapositiva234.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7KV3NEAP__Diapositiva234.JPG","131.8","Could not parse NFT number from filename"
"7KXA5MTG__Diapositiva612.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7KXA5MTG__Diapositiva612.JPG","40.8","Could not parse NFT number from filename"
"7L47MIMD__Diapositiva552.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7L47MIMD__Diapositiva552.JPG","56.9","Could not parse NFT number from filename"
"7L5NNUY7__Diapositiva638.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7L5NNUY7__Diapositiva638.JPG","42.4","Could not parse NFT number from filename"
"7LRMWDVQ__Diapositiva6.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7LRMWDVQ__Diapositiva6.JPG","138","Could not parse NFT number from filename"
"7LRQ6RZ5__Diapositiva378.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7LRQ6RZ5__Diapositiva378.JPG","63.1","Could not parse NFT number from filename"
"7LTMTFLV__Diapositiva257.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7LTMTFLV__Diapositiva257.JPG","130.8","Could not parse NFT number from filename"
"7M7MRYQX__Diapositiva217.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7M7MRYQX__Diapositiva217.JPG","77.2","Could not parse NFT number from filename"
"7M89IK6M__Diapositiva261.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7M89IK6M__Diapositiva261.JPG","126","Could not parse NFT number from filename"
"7MSBYDMW__Diapositiva802.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7MSBYDMW__Diapositiva802.JPG","81.3","Could not parse NFT number from filename"
"7PJHUFPW__Diapositiva189.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7PJHUFPW__Diapositiva189.JPG","91.7","Could not parse NFT number from filename"
"7PSCET9H__Diapositiva202.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7PSCET9H__Diapositiva202.JPG","64.4","Could not parse NFT number from filename"
"7PW88MPW__Diapositiva512.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7PW88MPW__Diapositiva512.JPG","140.9","Could not parse NFT number from filename"
"7Q328RRJ__Diapositiva411.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7Q328RRJ__Diapositiva411.JPG","90.8","Could not parse NFT number from filename"
"7S37KC8W__Diapositiva708.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7S37KC8W__Diapositiva708.JPG","52.7","Could not parse NFT number from filename"
"7S6KITU3__Diapositiva368.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7S6KITU3__Diapositiva368.JPG","91.5","Could not parse NFT number from filename"
"7SSP3TCX__Diapositiva383.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7SSP3TCX__Diapositiva383.JPG","53.4","Could not parse NFT number from filename"
"7T6ATVNW__Diapositiva799.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7T6ATVNW__Diapositiva799.JPG","118.1","Could not parse NFT number from filename"
"7T6QU5RC__Diapositiva321.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7T6QU5RC__Diapositiva321.JPG","107.9","Could not parse NFT number from filename"
"7TMSRNDC__Diapositiva419.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7TMSRNDC__Diapositiva419.JPG","129.9","Could not parse NFT number from filename"
"7TRJNIDJ__Diapositiva947.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7TRJNIDJ__Diapositiva947.JPG","132.8","Could not parse NFT number from filename"
"7TXV85FA__Diapositiva171.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7TXV85FA__Diapositiva171.JPG","127.8","Could not parse NFT number from filename"
