"NFTNumber","DisplayTitle","FileName","FullPath","Extension","SizeKB","InExpectedRange"
"5677","Light Cult Crypto Club #5677","PG9FQX5M__5677 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PG9FQX5M__5677 - Light Cult Crypto Club.JPG",".JPG","78.1","True"
"5678","Light Cult Crypto Club #5678","DRPIZNB8__5678 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DRPIZNB8__5678 - Light Cult Crypto Club.JPG",".JPG","114.3","True"
"5679","Light Cult Crypto Club #5679","VNRRSJDP__5679 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\VNRRSJDP__5679 - Light Cult Crypto Club.JPG",".JPG","98.6","True"
"5680","Light Cult Crypto Club #5680","YIZ58V7I__5680 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YIZ58V7I__5680 - Light Cult Crypto Club.JPG",".JPG","126.8","True"
"5681","Light Cult Crypto Club #5681","J7H8747Z__5681 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\J7H8747Z__5681 - Light Cult Crypto Club.JPG",".JPG","57.6","True"
"5682","Light Cult Crypto Club #5682","5Z8YS6DH__5682 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5Z8YS6DH__5682 - Light Cult Crypto Club.JPG",".JPG","45.5","True"
"5683","Light Cult Crypto Club #5683","NIRGMBGY__5683 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NIRGMBGY__5683 - Light Cult Crypto Club.JPG",".JPG","69.6","True"
"5684","Light Cult Crypto Club #5684","AJVYYAEA__5684 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AJVYYAEA__5684 - Light Cult Crypto Club.JPG",".JPG","99.1","True"
"5685","Light Cult Crypto Club #5685","ZFBIBURZ__5685 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZFBIBURZ__5685 - Light Cult Crypto Club.JPG",".JPG","101.5","True"
"5686","Light Cult Crypto Club #5686","D5ZKMW8W__5686 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\D5ZKMW8W__5686 - Light Cult Crypto Club.JPG",".JPG","71.9","True"
"5687","Light Cult Crypto Club #5687","FZ4X22QS__5687 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FZ4X22QS__5687 - Light Cult Crypto Club.JPG",".JPG","117.8","True"
"5688","Light Cult Crypto Club #5688","SQ4CTX4D__5688 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SQ4CTX4D__5688 - Light Cult Crypto Club.JPG",".JPG","68","True"
"5689","Light Cult Crypto Club #5689","5J2YJX9J__5689 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5J2YJX9J__5689 - Light Cult Crypto Club.JPG",".JPG","46.8","True"
"5690","Light Cult Crypto Club #5690","8UGWVXZJ__5690 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8UGWVXZJ__5690 - Light Cult Crypto Club.JPG",".JPG","122.4","True"
"5691","Light Cult Crypto Club #5691","U7TF269I__5691 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\U7TF269I__5691 - Light Cult Crypto Club.JPG",".JPG","143.1","True"
"5692","Light Cult Crypto Club #5692","YVZS577X__5692 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YVZS577X__5692 - Light Cult Crypto Club.JPG",".JPG","111.1","True"
"5693","Light Cult Crypto Club #5693","YJSQ76FP__5693 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YJSQ76FP__5693 - Light Cult Crypto Club.JPG",".JPG","80.7","True"
"5694","Light Cult Crypto Club #5694","WKJILD8E__5694 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WKJILD8E__5694 - Light Cult Crypto Club.JPG",".JPG","61.2","True"
"5695","Light Cult Crypto Club #5695","XD2MVFV6__5695 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XD2MVFV6__5695 - Light Cult Crypto Club.JPG",".JPG","162.7","True"
"5696","Light Cult Crypto Club #5696","GTP6E7K3__5696 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GTP6E7K3__5696 - Light Cult Crypto Club.JPG",".JPG","135.8","True"
"5697","Light Cult Crypto Club #5697","FPQHNTXI__5697 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FPQHNTXI__5697 - Light Cult Crypto Club.JPG",".JPG","54","True"
"5698","Light Cult Crypto Club #5698","5WWZSEPW__5698 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5WWZSEPW__5698 - Light Cult Crypto Club.JPG",".JPG","90.6","True"
"5699","Light Cult Crypto Club #5699","GLKFH7AS__5699 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GLKFH7AS__5699 - Light Cult Crypto Club.JPG",".JPG","54.7","True"
"5700","Light Cult Crypto Club #5700","JLX5I8MH__5700 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JLX5I8MH__5700 - Light Cult Crypto Club.JPG",".JPG","122.3","True"
"5701","Light Cult Crypto Club #5701","6CQ8U6H6__5701 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6CQ8U6H6__5701 - Light Cult Crypto Club.JPG",".JPG","154.1","True"
"5702","Light Cult Crypto Club #5702","R3FDT62I__5702 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\R3FDT62I__5702 - Light Cult Crypto Club.JPG",".JPG","121.7","True"
"5703","Light Cult Crypto Club #5703","2EEFRBTC__5703 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2EEFRBTC__5703 - Light Cult Crypto Club.JPG",".JPG","131.7","True"
"5704","Light Cult Crypto Club #5704","MPN9GDHJ__5704 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MPN9GDHJ__5704 - Light Cult Crypto Club.JPG",".JPG","120.4","True"
"5705","Light Cult Crypto Club #5705","BLTMKXN3__5705 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BLTMKXN3__5705 - Light Cult Crypto Club.JPG",".JPG","56.2","True"
"5706","Light Cult Crypto Club #5706","L2RLHIU9__5706 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\L2RLHIU9__5706 - Light Cult Crypto Club.JPG",".JPG","120.9","True"
"5707","Light Cult Crypto Club #5707","R89RP522__5707 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\R89RP522__5707 - Light Cult Crypto Club.JPG",".JPG","68.6","True"
"5708","Light Cult Crypto Club #5708","ZNHCA4N3__5708 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZNHCA4N3__5708 - Light Cult Crypto Club.JPG",".JPG","102.4","True"
"5709","Light Cult Crypto Club #5709","S9G8I7IR__5709 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\S9G8I7IR__5709 - Light Cult Crypto Club.JPG",".JPG","63.3","True"
"5710","Light Cult Crypto Club #5710","BD89WMB5__5710 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BD89WMB5__5710 - Light Cult Crypto Club.JPG",".JPG","132.2","True"
"5711","Light Cult Crypto Club #5711","XMM6EBCE__5711 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XMM6EBCE__5711 - Light Cult Crypto Club.JPG",".JPG","151.5","True"
"5712","Light Cult Crypto Club #5712","GYQT6VA4__5712 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GYQT6VA4__5712 - Light Cult Crypto Club.JPG",".JPG","111.9","True"
"5713","Light Cult Crypto Club #5713","2SNEVC5J__5713 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2SNEVC5J__5713 - Light Cult Crypto Club.JPG",".JPG","93.8","True"
"5714","Light Cult Crypto Club #5714","WTKIAC72__5714 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WTKIAC72__5714 - Light Cult Crypto Club.JPG",".JPG","130.6","True"
"5715","Light Cult Crypto Club #5715","DFRXE5YN__5715 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DFRXE5YN__5715 - Light Cult Crypto Club.JPG",".JPG","152.8","True"
"5716","Light Cult Crypto Club #5716","T8PK4ZHU__5716 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\T8PK4ZHU__5716 - Light Cult Crypto Club.JPG",".JPG","118.6","True"
"5717","Light Cult Crypto Club #5717","2YBDAZX5__5717 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2YBDAZX5__5717 - Light Cult Crypto Club.JPG",".JPG","85.8","True"
"5718","Light Cult Crypto Club #5718","2QKUVV75__5718 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2QKUVV75__5718 - Light Cult Crypto Club.JPG",".JPG","70","True"
"5719","Light Cult Crypto Club #5719","MH6259FA__5719 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MH6259FA__5719 - Light Cult Crypto Club.JPG",".JPG","77.6","True"
"5720","Light Cult Crypto Club #5720","8Y2V763J__5720 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8Y2V763J__5720 - Light Cult Crypto Club.JPG",".JPG","89.4","True"
"5721","Light Cult Crypto Club #5721","TYVUZQAU__5721 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TYVUZQAU__5721 - Light Cult Crypto Club.JPG",".JPG","97.3","True"
"5722","Light Cult Crypto Club #5722","ARIPEQZR__5722 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ARIPEQZR__5722 - Light Cult Crypto Club.JPG",".JPG","79.9","True"
"5723","Light Cult Crypto Club #5723","3Z2GK9ZI__5723 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3Z2GK9ZI__5723 - Light Cult Crypto Club.JPG",".JPG","149.2","True"
"5724","Light Cult Crypto Club #5724","AF52QPXK__5724 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AF52QPXK__5724 - Light Cult Crypto Club.JPG",".JPG","52.4","True"
"5725","Light Cult Crypto Club #5725","AFI2G34C__5725 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AFI2G34C__5725 - Light Cult Crypto Club.JPG",".JPG","79.9","True"
"5726","Light Cult Crypto Club #5726","TF9TLNH8__5726 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TF9TLNH8__5726 - Light Cult Crypto Club.JPG",".JPG","123.4","True"
"5727","Light Cult Crypto Club #5727","I4H3ZA2C__5727 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\I4H3ZA2C__5727 - Light Cult Crypto Club.JPG",".JPG","62.4","True"
"5728","Light Cult Crypto Club #5728","ZNZJBS4B__5728 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZNZJBS4B__5728 - Light Cult Crypto Club.JPG",".JPG","140.1","True"
"5729","Light Cult Crypto Club #5729","XM53RZC4__5729 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XM53RZC4__5729 - Light Cult Crypto Club.JPG",".JPG","108.2","True"
"5730","Light Cult Crypto Club #5730","IXNV6TPU__5730 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IXNV6TPU__5730 - Light Cult Crypto Club.JPG",".JPG","123","True"
"5731","Light Cult Crypto Club #5731","DQY9EFF3__5731 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DQY9EFF3__5731 - Light Cult Crypto Club.JPG",".JPG","80.3","True"
"5732","Light Cult Crypto Club #5732","I82S89XN__5732 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\I82S89XN__5732 - Light Cult Crypto Club.JPG",".JPG","66.2","True"
"5733","Light Cult Crypto Club #5733","9AMGRKNF__5733 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9AMGRKNF__5733 - Light Cult Crypto Club.JPG",".JPG","59","True"
"5734","Light Cult Crypto Club #5734","C3QBAAP8__5734 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\C3QBAAP8__5734 - Light Cult Crypto Club.JPG",".JPG","125.6","True"
"5735","Light Cult Crypto Club #5735","IYG5UETB__5735 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IYG5UETB__5735 - Light Cult Crypto Club.JPG",".JPG","123.2","True"
"5736","Light Cult Crypto Club #5736","HR8KTYSB__5736 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HR8KTYSB__5736 - Light Cult Crypto Club.JPG",".JPG","90.1","True"
"5737","Light Cult Crypto Club #5737","M978IJI7__5737 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\M978IJI7__5737 - Light Cult Crypto Club.JPG",".JPG","41.1","True"
"5738","Light Cult Crypto Club #5738","69E7VIM9__5738 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\69E7VIM9__5738 - Light Cult Crypto Club.JPG",".JPG","110.8","True"
"5739","Light Cult Crypto Club #5739","RPDVA6HX__5739 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\RPDVA6HX__5739 - Light Cult Crypto Club.JPG",".JPG","85.7","True"
"5740","Light Cult Crypto Club #5740","CPVXI5EU__5740 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CPVXI5EU__5740 - Light Cult Crypto Club.JPG",".JPG","116.2","True"
"5741","Light Cult Crypto Club #5741","73DSAC4Q__5741 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\73DSAC4Q__5741 - Light Cult Crypto Club.JPG",".JPG","112.8","True"
"5742","Light Cult Crypto Club #5742","ZCRTDMHD__5742 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZCRTDMHD__5742 - Light Cult Crypto Club.JPG",".JPG","106.5","True"
"5743","Light Cult Crypto Club #5743","I8RADJTI__5743 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\I8RADJTI__5743 - Light Cult Crypto Club.JPG",".JPG","43.1","True"
"5744","Light Cult Crypto Club #5744","S3SVRAZR__5744 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\S3SVRAZR__5744 - Light Cult Crypto Club.JPG",".JPG","123.1","True"
"5745","Light Cult Crypto Club #5745","7FYHQES7__5745 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7FYHQES7__5745 - Light Cult Crypto Club.JPG",".JPG","54.3","True"
"5746","Light Cult Crypto Club #5746","TA3M8F3Y__5746 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TA3M8F3Y__5746 - Light Cult Crypto Club.JPG",".JPG","65","True"
"5747","Light Cult Crypto Club #5747","YJPJVS9N__5747 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YJPJVS9N__5747 - Light Cult Crypto Club.JPG",".JPG","69.3","True"
"5748","Light Cult Crypto Club #5748","YW2GHCC8__5748 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YW2GHCC8__5748 - Light Cult Crypto Club.JPG",".JPG","106.7","True"
"5749","Light Cult Crypto Club #5749","E92E93BN__5749 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\E92E93BN__5749 - Light Cult Crypto Club.JPG",".JPG","129.5","True"
"5750","Light Cult Crypto Club #5750","A5FMZ3VN__5750 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\A5FMZ3VN__5750 - Light Cult Crypto Club.JPG",".JPG","121.7","True"
"5751","Light Cult Crypto Club #5751","U7EXWJKX__5751 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\U7EXWJKX__5751 - Light Cult Crypto Club.JPG",".JPG","80.3","True"
"5752","Light Cult Crypto Club #5752","547BAVJM__5752 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\547BAVJM__5752 - Light Cult Crypto Club.JPG",".JPG","120","True"
"5753","Light Cult Crypto Club #5753","LBD5PRMH__5753 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\LBD5PRMH__5753 - Light Cult Crypto Club.JPG",".JPG","141.7","True"
"5754","Light Cult Crypto Club #5754","WIRXQVXZ__5754 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WIRXQVXZ__5754 - Light Cult Crypto Club.JPG",".JPG","130.3","True"
"5755","Light Cult Crypto Club #5755","Q82GCK4Z__5755 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\Q82GCK4Z__5755 - Light Cult Crypto Club.JPG",".JPG","49.7","True"
"5756","Light Cult Crypto Club #5756","BD79U2UC__5756 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BD79U2UC__5756 - Light Cult Crypto Club.JPG",".JPG","38","True"
"5757","Light Cult Crypto Club #5757","49UA98C9__5757 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\49UA98C9__5757 - Light Cult Crypto Club.JPG",".JPG","113.8","True"
"5758","Light Cult Crypto Club #5758","TNKYL57A__5758 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TNKYL57A__5758 - Light Cult Crypto Club.JPG",".JPG","89.6","True"
"5759","Light Cult Crypto Club #5759","2BK7D7LQ__5759 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2BK7D7LQ__5759 - Light Cult Crypto Club.JPG",".JPG","72.4","True"
"5760","Light Cult Crypto Club #5760","9PIJJD4Z__5760 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9PIJJD4Z__5760 - Light Cult Crypto Club.JPG",".JPG","107.8","True"
"5761","Light Cult Crypto Club #5761","K69LXCBD__5761 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\K69LXCBD__5761 - Light Cult Crypto Club.JPG",".JPG","173.3","True"
"5762","Light Cult Crypto Club #5762","LFJ97DD5__5762 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\LFJ97DD5__5762 - Light Cult Crypto Club.JPG",".JPG","125.5","True"
"5763","Light Cult Crypto Club #5763","EL23UMYL__5763 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\EL23UMYL__5763 - Light Cult Crypto Club.JPG",".JPG","73.6","True"
"5764","Light Cult Crypto Club #5764","WMDJWKVX__5764 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WMDJWKVX__5764 - Light Cult Crypto Club.JPG",".JPG","95.8","True"
"5765","Light Cult Crypto Club #5765","M24MZZUM__5765 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\M24MZZUM__5765 - Light Cult Crypto Club.JPG",".JPG","129.2","True"
"5766","Light Cult Crypto Club #5766","HEF5CSRL__5766 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HEF5CSRL__5766 - Light Cult Crypto Club.JPG",".JPG","110.3","True"
"5767","Light Cult Crypto Club #5767","TWWXG7QC__5767 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TWWXG7QC__5767 - Light Cult Crypto Club.JPG",".JPG","121.8","True"
"5768","Light Cult Crypto Club #5768","NU6ZUSL4__5768 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NU6ZUSL4__5768 - Light Cult Crypto Club.JPG",".JPG","59.4","True"
"5769","Light Cult Crypto Club #5769","DARZQAIP__5769 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DARZQAIP__5769 - Light Cult Crypto Club.JPG",".JPG","58.1","True"
"5770","Light Cult Crypto Club #5770","NTKI8G28__5770 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NTKI8G28__5770 - Light Cult Crypto Club.JPG",".JPG","62.7","True"
"5771","Light Cult Crypto Club #5771","JV9KW7QC__5771 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JV9KW7QC__5771 - Light Cult Crypto Club.JPG",".JPG","68.2","True"
"5772","Light Cult Crypto Club #5772","TRDHPLG5__5772 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TRDHPLG5__5772 - Light Cult Crypto Club.JPG",".JPG","73.3","True"
"5773","Light Cult Crypto Club #5773","UHQPH4CB__5773 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UHQPH4CB__5773 - Light Cult Crypto Club.JPG",".JPG","139.4","True"
"5774","Light Cult Crypto Club #5774","8BUU2VCE__5774 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8BUU2VCE__5774 - Light Cult Crypto Club.JPG",".JPG","73.7","True"
"5775","Light Cult Crypto Club #5775","ZFNRKQQ4__5775 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZFNRKQQ4__5775 - Light Cult Crypto Club.JPG",".JPG","127.5","True"
"5776","Light Cult Crypto Club #5776","ZCWTY66X__5776 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZCWTY66X__5776 - Light Cult Crypto Club.JPG",".JPG","104.5","True"
"5777","Light Cult Crypto Club #5777","TPP8L7GL__5777 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TPP8L7GL__5777 - Light Cult Crypto Club.JPG",".JPG","65.7","True"
"5778","Light Cult Crypto Club #5778","F4B8JIET__5778 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\F4B8JIET__5778 - Light Cult Crypto Club.JPG",".JPG","65.9","True"
"5779","Light Cult Crypto Club #5779","659DDDVY__5779 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\659DDDVY__5779 - Light Cult Crypto Club.JPG",".JPG","63.6","True"
"5780","Light Cult Crypto Club #5780","KGLTFSDV__5780 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KGLTFSDV__5780 - Light Cult Crypto Club.JPG",".JPG","79.2","True"
"5781","Light Cult Crypto Club #5781","PM85DW8P__5781 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PM85DW8P__5781 - Light Cult Crypto Club.JPG",".JPG","87.1","True"
"5782","Light Cult Crypto Club #5782","DJJH9TQ3__5782 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DJJH9TQ3__5782 - Light Cult Crypto Club.JPG",".JPG","127.6","True"
"5783","Light Cult Crypto Club #5783","2NAHBUEX__5783 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2NAHBUEX__5783 - Light Cult Crypto Club.JPG",".JPG","57","True"
"5784","Light Cult Crypto Club #5784","7K7296G4__5784 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7K7296G4__5784 - Light Cult Crypto Club.JPG",".JPG","121.1","True"
"5785","Light Cult Crypto Club #5785","MVW7X939__5785 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MVW7X939__5785 - Light Cult Crypto Club.JPG",".JPG","64.5","True"
"5786","Light Cult Crypto Club #5786","K92P3U8Y__5786 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\K92P3U8Y__5786 - Light Cult Crypto Club.JPG",".JPG","73.3","True"
"5787","Light Cult Crypto Club #5787","68KIAA4F__5787 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\68KIAA4F__5787 - Light Cult Crypto Club.JPG",".JPG","151.3","True"
"5788","Light Cult Crypto Club #5788","4TRJGSWA__5788 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4TRJGSWA__5788 - Light Cult Crypto Club.JPG",".JPG","79.8","True"
"5789","Light Cult Crypto Club #5789","PX7KAQYG__5789 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PX7KAQYG__5789 - Light Cult Crypto Club.JPG",".JPG","109.9","True"
"5790","Light Cult Crypto Club #5790","I47YDVFT__5790 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\I47YDVFT__5790 - Light Cult Crypto Club.JPG",".JPG","60.1","True"
"5791","Light Cult Crypto Club #5791","MZ3QX2CQ__5791 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MZ3QX2CQ__5791 - Light Cult Crypto Club.JPG",".JPG","135.3","True"
