"NFTNumber","DisplayTitle","FileName","FullPath","Extension","SizeKB","InExpectedRange"
"3044","Light Cult Crypto Club #3044","92TZ6C9H__3044 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\92TZ6C9H__3044 - Light Cult Crypto Club.JPG",".JPG","48.9","True"
"3045","Light Cult Crypto Club #3045","A9P2NRWE__3045 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\A9P2NRWE__3045 - Light Cult Crypto Club.JPG",".JPG","62.1","True"
"3046","Light Cult Crypto Club #3046","PV9HZ2AE__3046 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PV9HZ2AE__3046 - Light Cult Crypto Club.JPG",".JPG","59.4","True"
"3047","Light Cult Crypto Club #3047","MQZUSYGJ__3047 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MQZUSYGJ__3047 - Light Cult Crypto Club.JPG",".JPG","194.3","True"
"3050","Light Cult Crypto Club #3050","PITMCT3Z__3050 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PITMCT3Z__3050 - Light Cult Crypto Club.JPG",".JPG","40.5","True"
"3051","Light Cult Crypto Club #3051","KILLHI5C__3051 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KILLHI5C__3051 - Light Cult Crypto Club.JPG",".JPG","78.6","True"
"3052","Light Cult Crypto Club #3052","7KSI9GJ5__3052 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7KSI9GJ5__3052 - Light Cult Crypto Club.JPG",".JPG","138.3","True"
"3053","Light Cult Crypto Club #3053","U66Y2EU9__3053 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\U66Y2EU9__3053 - Light Cult Crypto Club.JPG",".JPG","37.6","True"
"3054","Light Cult Crypto Club #3054","BS2RNN8L__3054 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BS2RNN8L__3054 - Light Cult Crypto Club.JPG",".JPG","89.6","True"
"3055","Light Cult Crypto Club #3055","MXPNRQVT__3055 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MXPNRQVT__3055 - Light Cult Crypto Club.JPG",".JPG","111.7","True"
"3056","Light Cult Crypto Club #3056","9A5QA53Y__3056 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9A5QA53Y__3056 - Light Cult Crypto Club.JPG",".JPG","69.3","True"
"3057","Light Cult Crypto Club #3057","C4C7JX4S__3057 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\C4C7JX4S__3057 - Light Cult Crypto Club.JPG",".JPG","56.8","True"
"3058","Light Cult Crypto Club #3058","QXTPNYV2__3058 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QXTPNYV2__3058 - Light Cult Crypto Club.JPG",".JPG","63.4","True"
"3059","Light Cult Crypto Club #3059","TGJ2PAA7__3059 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TGJ2PAA7__3059 - Light Cult Crypto Club.JPG",".JPG","93.4","True"
"3060","Light Cult Crypto Club #3060","TDLQN6GF__3060 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TDLQN6GF__3060 - Light Cult Crypto Club.JPG",".JPG","79.1","True"
"3061","Light Cult Crypto Club #3061","YGLGTVWM__3061 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YGLGTVWM__3061 - Light Cult Crypto Club.JPG",".JPG","69.2","True"
"3062","Light Cult Crypto Club #3062","PKBPJYJA__3062 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PKBPJYJA__3062 - Light Cult Crypto Club.JPG",".JPG","79.9","True"
"3063","Light Cult Crypto Club #3063","GRFBHYYC__3063 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GRFBHYYC__3063 - Light Cult Crypto Club.JPG",".JPG","149.4","True"
"3064","Light Cult Crypto Club #3064","F8CE74UR__3064 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\F8CE74UR__3064 - Light Cult Crypto Club.JPG",".JPG","156.6","True"
"3065","Light Cult Crypto Club #3065","HQ5AYT9D__3065 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HQ5AYT9D__3065 - Light Cult Crypto Club.JPG",".JPG","117.2","True"
"3066","Light Cult Crypto Club #3066","DP9EWFH5__3066 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DP9EWFH5__3066 - Light Cult Crypto Club.JPG",".JPG","140.9","True"
"3067","Light Cult Crypto Club #3067","L3R256BJ__3067 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\L3R256BJ__3067 - Light Cult Crypto Club.JPG",".JPG","122.5","True"
"3068","Light Cult Crypto Club #3068","MSJQVHM4__3068 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MSJQVHM4__3068 - Light Cult Crypto Club.JPG",".JPG","139.2","True"
"3069","Light Cult Crypto Club #3069","TP7T296R__3069 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TP7T296R__3069 - Light Cult Crypto Club.JPG",".JPG","81","True"
"3070","Light Cult Crypto Club #3070","S85ULWVV__3070 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\S85ULWVV__3070 - Light Cult Crypto Club.JPG",".JPG","123.2","True"
"3071","Light Cult Crypto Club #3071","QJNAR8J5__3071 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QJNAR8J5__3071 - Light Cult Crypto Club.JPG",".JPG","135.5","True"
"3072","Light Cult Crypto Club #3072","AN2Q6LYI__3072 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AN2Q6LYI__3072 - Light Cult Crypto Club.JPG",".JPG","78.1","True"
"3073","Light Cult Crypto Club #3073","CHKVQ47N__3073 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CHKVQ47N__3073 - Light Cult Crypto Club.JPG",".JPG","110.2","True"
"3074","Light Cult Crypto Club #3074","SAG8BNDE__3074 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SAG8BNDE__3074 - Light Cult Crypto Club.JPG",".JPG","138.2","True"
"3075","Light Cult Crypto Club #3075","XA2YSYCM__3075 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XA2YSYCM__3075 - Light Cult Crypto Club.JPG",".JPG","93.3","True"
"3076","Light Cult Crypto Club #3076","994LBG9K__3076 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\994LBG9K__3076 - Light Cult Crypto Club.JPG",".JPG","102.4","True"
"3077","Light Cult Crypto Club #3077","MDDDSPS9__3077 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MDDDSPS9__3077 - Light Cult Crypto Club.JPG",".JPG","138.6","True"
"3078","Light Cult Crypto Club #3078","WVI6N4MN__3078 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WVI6N4MN__3078 - Light Cult Crypto Club.JPG",".JPG","193.7","True"
"3079","Light Cult Crypto Club #3079","2H5GHVSR__3079 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2H5GHVSR__3079 - Light Cult Crypto Club.JPG",".JPG","100.4","True"
"3080","Light Cult Crypto Club #3080","7ADL2AQ4__3080 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7ADL2AQ4__3080 - Light Cult Crypto Club.JPG",".JPG","74.2","True"
"3081","Light Cult Crypto Club #3081","5UWKQTXZ__3081 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5UWKQTXZ__3081 - Light Cult Crypto Club.JPG",".JPG","81.4","True"
"3082","Light Cult Crypto Club #3082","TPKF8XFK__3082 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TPKF8XFK__3082 - Light Cult Crypto Club.JPG",".JPG","139.1","True"
"3083","Light Cult Crypto Club #3083","42NL56K9__3083 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\42NL56K9__3083 - Light Cult Crypto Club.JPG",".JPG","95.6","True"
"3084","Light Cult Crypto Club #3084","JVDD2CLV__3084 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JVDD2CLV__3084 - Light Cult Crypto Club.JPG",".JPG","74.1","True"
"3085","Light Cult Crypto Club #3085","BA95VBTP__3085 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BA95VBTP__3085 - Light Cult Crypto Club.JPG",".JPG","88.3","True"
"3086","Light Cult Crypto Club #3086","IDCHALNU__3086 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IDCHALNU__3086 - Light Cult Crypto Club.JPG",".JPG","144","True"
"3087","Light Cult Crypto Club #3087","4JDYMI76__3087 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4JDYMI76__3087 - Light Cult Crypto Club.JPG",".JPG","151.9","True"
"3088","Light Cult Crypto Club #3088","9FX8ZCQ2__3088 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9FX8ZCQ2__3088 - Light Cult Crypto Club.JPG",".JPG","157.7","True"
"3089","Light Cult Crypto Club #3089","TN2GWVPJ__3089 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TN2GWVPJ__3089 - Light Cult Crypto Club.JPG",".JPG","39.3","True"
"3090","Light Cult Crypto Club #3090","6TVSYPP6__3090 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6TVSYPP6__3090 - Light Cult Crypto Club.JPG",".JPG","52.3","True"
"3091","Light Cult Crypto Club #3091","CL6HK6G9__3091 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CL6HK6G9__3091 - Light Cult Crypto Club.JPG",".JPG","127.9","True"
"3092","Light Cult Crypto Club #3092","CUSJPCY3__3092 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CUSJPCY3__3092 - Light Cult Crypto Club.JPG",".JPG","47.3","True"
"3093","Light Cult Crypto Club #3093","4E8QSKHF__3093 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4E8QSKHF__3093 - Light Cult Crypto Club.JPG",".JPG","47.7","True"
"3094","Light Cult Crypto Club #3094","SENMFUQS__3094 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SENMFUQS__3094 - Light Cult Crypto Club.JPG",".JPG","127.9","True"
"3095","Light Cult Crypto Club #3095","6DN2GD27__3095 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6DN2GD27__3095 - Light Cult Crypto Club.JPG",".JPG","127.5","True"
"3096","Light Cult Crypto Club #3096","H4P2XBM5__3096 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\H4P2XBM5__3096 - Light Cult Crypto Club.JPG",".JPG","122.1","True"
"3097","Light Cult Crypto Club #3097","3DQ95NT3__3097 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3DQ95NT3__3097 - Light Cult Crypto Club.JPG",".JPG","145.8","True"
"3098","Light Cult Crypto Club #3098","V9HISCSS__3098 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\V9HISCSS__3098 - Light Cult Crypto Club.JPG",".JPG","106.9","True"
"3099","Light Cult Crypto Club #3099","7WGPRPR6__3099 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7WGPRPR6__3099 - Light Cult Crypto Club.JPG",".JPG","62","True"
"3100","Light Cult Crypto Club #3100","NMH8DWM7__3100 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NMH8DWM7__3100 - Light Cult Crypto Club.JPG",".JPG","81","True"
"3101","Light Cult Crypto Club #3101","BIZYD7GX__3101 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BIZYD7GX__3101 - Light Cult Crypto Club.JPG",".JPG","46.1","True"
"3102","Light Cult Crypto Club #3102","PGFHB3FA__3102 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PGFHB3FA__3102 - Light Cult Crypto Club.JPG",".JPG","40.5","True"
"3103","Light Cult Crypto Club #3103","ZNEJAB8E__3103 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZNEJAB8E__3103 - Light Cult Crypto Club.JPG",".JPG","30.9","True"
"3104","Light Cult Crypto Club #3104","DBI7Y2DM__3104 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DBI7Y2DM__3104 - Light Cult Crypto Club.JPG",".JPG","140.7","True"
"3105","Light Cult Crypto Club #3105","ZK4Q5K6M__3105 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZK4Q5K6M__3105 - Light Cult Crypto Club.JPG",".JPG","58.7","True"
"3106","Light Cult Crypto Club #3106","ECSWZ4S2__3106 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ECSWZ4S2__3106 - Light Cult Crypto Club.JPG",".JPG","81.6","True"
"3107","Light Cult Crypto Club #3107","5WZAFFD5__3107 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5WZAFFD5__3107 - Light Cult Crypto Club.JPG",".JPG","51.8","True"
"3108","Light Cult Crypto Club #3108","4XNQ6C2K__3108 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4XNQ6C2K__3108 - Light Cult Crypto Club.JPG",".JPG","66","True"
"3109","Light Cult Crypto Club #3109","4QA5MALN__3109 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4QA5MALN__3109 - Light Cult Crypto Club.JPG",".JPG","100.8","True"
"3110","Light Cult Crypto Club #3110","KYCC3ICZ__3110 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KYCC3ICZ__3110 - Light Cult Crypto Club.JPG",".JPG","115.8","True"
"3111","Light Cult Crypto Club #3111","7B9F5JXF__3111 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7B9F5JXF__3111 - Light Cult Crypto Club.JPG",".JPG","76.7","True"
"3112","Light Cult Crypto Club #3112","YL2VH98Q__3112 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YL2VH98Q__3112 - Light Cult Crypto Club.JPG",".JPG","127","True"
"3113","Light Cult Crypto Club #3113","AG8IP7AV__3113 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AG8IP7AV__3113 - Light Cult Crypto Club.JPG",".JPG","44.9","True"
"3114","Light Cult Crypto Club #3114","2L9868RT__3114 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2L9868RT__3114 - Light Cult Crypto Club.JPG",".JPG","59.7","True"
"3115","Light Cult Crypto Club #3115","TWU8IUEZ__3115 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TWU8IUEZ__3115 - Light Cult Crypto Club.JPG",".JPG","106.3","True"
"3116","Light Cult Crypto Club #3116","96AKWFBQ__3116 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\96AKWFBQ__3116 - Light Cult Crypto Club.JPG",".JPG","44.3","True"
"3117","Light Cult Crypto Club #3117","VRH3SNJB__3117 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\VRH3SNJB__3117 - Light Cult Crypto Club.JPG",".JPG","156.2","True"
"3118","Light Cult Crypto Club #3118","QVWIQLUA__3118 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QVWIQLUA__3118 - Light Cult Crypto Club.JPG",".JPG","127.5","True"
"3119","Light Cult Crypto Club #3119","YXNLWYBK__3119 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YXNLWYBK__3119 - Light Cult Crypto Club.JPG",".JPG","50.4","True"
"3120","Light Cult Crypto Club #3120","MQH84K4I__3120 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MQH84K4I__3120 - Light Cult Crypto Club.JPG",".JPG","98.2","True"
"3121","Light Cult Crypto Club #3121","D89V5A4B__3121 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\D89V5A4B__3121 - Light Cult Crypto Club.JPG",".JPG","49.5","True"
"3122","Light Cult Crypto Club #3122","WZ7V3V39__3122 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WZ7V3V39__3122 - Light Cult Crypto Club.JPG",".JPG","171.6","True"
"3123","Light Cult Crypto Club #3123","4YTK38PG__3123 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4YTK38PG__3123 - Light Cult Crypto Club.JPG",".JPG","136.4","True"
"3124","Light Cult Crypto Club #3124","H67FI5Q4__3124 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\H67FI5Q4__3124 - Light Cult Crypto Club.JPG",".JPG","73.8","True"
"3125","Light Cult Crypto Club #3125","54TYR5M9__3125 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\54TYR5M9__3125 - Light Cult Crypto Club.JPG",".JPG","109.3","True"
"3126","Light Cult Crypto Club #3126","CJYRGEQX__3126 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CJYRGEQX__3126 - Light Cult Crypto Club.JPG",".JPG","53","True"
"3127","Light Cult Crypto Club #3127","TWFIKCSB__3127 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TWFIKCSB__3127 - Light Cult Crypto Club.JPG",".JPG","89","True"
"3128","Light Cult Crypto Club #3128","5F5EZBNH__3128 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5F5EZBNH__3128 - Light Cult Crypto Club.JPG",".JPG","77.7","True"
"3129","Light Cult Crypto Club #3129","VGGBHWZZ__3129 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\VGGBHWZZ__3129 - Light Cult Crypto Club.JPG",".JPG","82.7","True"
"3130","Light Cult Crypto Club #3130","2KGJDQM8__3130 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2KGJDQM8__3130 - Light Cult Crypto Club.JPG",".JPG","119.4","True"
"3131","Light Cult Crypto Club #3131","ZFZG26YL__3131 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZFZG26YL__3131 - Light Cult Crypto Club.JPG",".JPG","62.6","True"
"3132","Light Cult Crypto Club #3132","T77BFGGU__3132 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\T77BFGGU__3132 - Light Cult Crypto Club.JPG",".JPG","109.6","True"
"3133","Light Cult Crypto Club #3133","QC2DNX65__3133 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QC2DNX65__3133 - Light Cult Crypto Club.JPG",".JPG","74.5","True"
"3134","Light Cult Crypto Club #3134","PVLNC2MU__3134 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PVLNC2MU__3134 - Light Cult Crypto Club.JPG",".JPG","137.7","True"
"3135","Light Cult Crypto Club #3135","9M5VR9XC__3135 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9M5VR9XC__3135 - Light Cult Crypto Club.JPG",".JPG","109.4","True"
"3136","Light Cult Crypto Club #3136","JHPJYJS2__3136 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JHPJYJS2__3136 - Light Cult Crypto Club.JPG",".JPG","109.5","True"
"3137","Light Cult Crypto Club #3137","37X92UQU__3137 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\37X92UQU__3137 - Light Cult Crypto Club.JPG",".JPG","112.1","True"
"3138","Light Cult Crypto Club #3138","4I8W3K4N__3138 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4I8W3K4N__3138 - Light Cult Crypto Club.JPG",".JPG","111","True"
"3139","Light Cult Crypto Club #3139","WULP7J3D__3139 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WULP7J3D__3139 - Light Cult Crypto Club.JPG",".JPG","56.8","True"
"3140","Light Cult Crypto Club #3140","6U4KWSXG__3140 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6U4KWSXG__3140 - Light Cult Crypto Club.JPG",".JPG","140.2","True"
"3141","Light Cult Crypto Club #3141","U3AR52IY__3141 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\U3AR52IY__3141 - Light Cult Crypto Club.JPG",".JPG","117.2","True"
"3142","Light Cult Crypto Club #3142","QKCQXXQD__3142 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QKCQXXQD__3142 - Light Cult Crypto Club.JPG",".JPG","58.1","True"
"3143","Light Cult Crypto Club #3143","MA5MA579__3143 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MA5MA579__3143 - Light Cult Crypto Club.JPG",".JPG","46.5","True"
"3144","Light Cult Crypto Club #3144","PFBBNJHL__3144 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PFBBNJHL__3144 - Light Cult Crypto Club.JPG",".JPG","119.7","True"
"3145","Light Cult Crypto Club #3145","8FVX9JXW__3145 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8FVX9JXW__3145 - Light Cult Crypto Club.JPG",".JPG","39.3","True"
"3146","Light Cult Crypto Club #3146","892AKLK2__3146 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\892AKLK2__3146 - Light Cult Crypto Club.JPG",".JPG","131.7","True"
"3147","Light Cult Crypto Club #3147","IBU3IKCZ__3147 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IBU3IKCZ__3147 - Light Cult Crypto Club.JPG",".JPG","46.2","True"
"3148","Light Cult Crypto Club #3148","U3YR8ANC__3148 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\U3YR8ANC__3148 - Light Cult Crypto Club.JPG",".JPG","52.7","True"
"3149","Light Cult Crypto Club #3149","Q4EUNKW4__3149 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\Q4EUNKW4__3149 - Light Cult Crypto Club.JPG",".JPG","120","True"
"3150","Light Cult Crypto Club #3150","P5ZBGTVW__3150 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\P5ZBGTVW__3150 - Light Cult Crypto Club.JPG",".JPG","55.8","True"
"3151","Light Cult Crypto Club #3151","3DUZA2VN__3151 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3DUZA2VN__3151 - Light Cult Crypto Club.JPG",".JPG","57.9","True"
"3152","Light Cult Crypto Club #3152","NANKR33I__3152 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NANKR33I__3152 - Light Cult Crypto Club.JPG",".JPG","130.8","True"
"3153","Light Cult Crypto Club #3153","AX5C9HN6__3153 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AX5C9HN6__3153 - Light Cult Crypto Club.JPG",".JPG","108.5","True"
"3154","Light Cult Crypto Club #3154","2YKGLKQD__3154 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2YKGLKQD__3154 - Light Cult Crypto Club.JPG",".JPG","44.1","True"
"3155","Light Cult Crypto Club #3155","PEIRZSPQ__3155 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PEIRZSPQ__3155 - Light Cult Crypto Club.JPG",".JPG","47.7","True"
"3156","Light Cult Crypto Club #3156","T9G77C4I__3156 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\T9G77C4I__3156 - Light Cult Crypto Club.JPG",".JPG","125.7","True"
"3157","Light Cult Crypto Club #3157","NYMK5U4H__3157 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NYMK5U4H__3157 - Light Cult Crypto Club.JPG",".JPG","133","True"
"3158","Light Cult Crypto Club #3158","T5FUNIDW__3158 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\T5FUNIDW__3158 - Light Cult Crypto Club.JPG",".JPG","41.5","True"
"3159","Light Cult Crypto Club #3159","5P5GBYFB__3159 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5P5GBYFB__3159 - Light Cult Crypto Club.JPG",".JPG","64.1","True"
"3160","Light Cult Crypto Club #3160","ZWDNCBXT__3160 - Light Cult Crypto Club.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZWDNCBXT__3160 - Light Cult Crypto Club.JPG",".JPG","147.8","True"
