"NFTNumber","DuplicateCountForNumber","FileName","FullPath","SizeKB"
"155","2","SS6LDPGZ__Diapositiva155.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SS6LDPGZ__Diapositiva155.JPG","67.3"
"156","3","6SRML2IG__Diapositiva156.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6SRML2IG__Diapositiva156.JPG","118.8"
"156","3","C8BA76SR__Diapositiva156.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\C8BA76SR__Diapositiva156.JPG","66.1"
"156","3","R3XUK2W6__Diapositiva156.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\R3XUK2W6__Diapositiva156.JPG","88.2"
"157","3","6I7DFRPW__Diapositiva157.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6I7DFRPW__Diapositiva157.JPG","55"
"157","3","P3SLPDCX__Diapositiva157.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\P3SLPDCX__Diapositiva157.JPG","59.1"
"157","3","TMXJ9UDR__Diapositiva157.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TMXJ9UDR__Diapositiva157.JPG","103.8"
"158","3","GSNJAKFZ__Diapositiva158.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GSNJAKFZ__Diapositiva158.JPG","122.9"
"158","3","M5KNVIWX__Diapositiva158.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\M5KNVIWX__Diapositiva158.JPG","88.1"
"158","3","Z6JMV7W2__Diapositiva158.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\Z6JMV7W2__Diapositiva158.JPG","138.3"
"159","2","6T639NQS__Diapositiva159.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6T639NQS__Diapositiva159.JPG","138"
"159","2","8CAI9N93__Diapositiva159.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8CAI9N93__Diapositiva159.JPG","90.5"
"160","3","BDPQH9JS__Diapositiva160.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BDPQH9JS__Diapositiva160.JPG","61.2"
"160","3","HK7IJEDK__Diapositiva160.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HK7IJEDK__Diapositiva160.JPG","33.9"
"160","3","UG3VIWG9__Diapositiva160.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UG3VIWG9__Diapositiva160.JPG","89.5"
"161","3","IHAR28CW__Diapositiva161.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IHAR28CW__Diapositiva161.JPG","77.5"
"161","3","PHFCJ5HD__Diapositiva161.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PHFCJ5HD__Diapositiva161.JPG","129.3"
"161","3","UH9LG6BY__Diapositiva161.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UH9LG6BY__Diapositiva161.JPG","123"
"162","2","FDNHB4EW__Diapositiva162.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FDNHB4EW__Diapositiva162.JPG","64"
"162","2","NA9EQX5Q__Diapositiva162.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NA9EQX5Q__Diapositiva162.JPG","139.3"
"163","3","I3YFWSYV__Diapositiva163.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\I3YFWSYV__Diapositiva163.JPG","82.6"
"163","3","JLKLG6ZH__Diapositiva163.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JLKLG6ZH__Diapositiva163.JPG","112.7"
"163","3","RPJUC2VV__Diapositiva163.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\RPJUC2VV__Diapositiva163.JPG","77.8"
"164","3","9CJY2VFF__Diapositiva164.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9CJY2VFF__Diapositiva164.JPG","89.5"
"164","3","UP5AUHSJ__Diapositiva164.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UP5AUHSJ__Diapositiva164.JPG","47.2"
"164","3","WPC82DV7__Diapositiva164.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WPC82DV7__Diapositiva164.JPG","52.4"
"165","2","47M5ALCY__Diapositiva165.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\47M5ALCY__Diapositiva165.JPG","202.2"
"165","2","YJS4HYB5__Diapositiva165.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YJS4HYB5__Diapositiva165.JPG","101.7"
"166","2","6KS4T6EV__Diapositiva166.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6KS4T6EV__Diapositiva166.JPG","66.6"
"166","2","NW6UNSQZ__Diapositiva166.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NW6UNSQZ__Diapositiva166.JPG","94.7"
"167","3","QTL6RCY8__Diapositiva167.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QTL6RCY8__Diapositiva167.JPG","134.8"
"167","3","XDIK3HPN__Diapositiva167.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XDIK3HPN__Diapositiva167.JPG","83.2"
"167","3","Z6LAATLE__Diapositiva167.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\Z6LAATLE__Diapositiva167.JPG","142.7"
"168","3","BZW3RAQH__Diapositiva168.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BZW3RAQH__Diapositiva168.JPG","48.2"
"168","3","IGSWF4FD__Diapositiva168.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IGSWF4FD__Diapositiva168.JPG","111.6"
"168","3","PXDB9D2K__Diapositiva168.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PXDB9D2K__Diapositiva168.JPG","116.5"
"169","3","H7UUFE9I__Diapositiva169.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\H7UUFE9I__Diapositiva169.JPG","95.2"
"169","3","UNMHCLHG__Diapositiva169.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UNMHCLHG__Diapositiva169.JPG","102.4"
"169","3","XG3BJ7H5__Diapositiva169.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XG3BJ7H5__Diapositiva169.JPG","128.3"
"170","3","L6VJ8AQ7__Diapositiva170.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\L6VJ8AQ7__Diapositiva170.JPG","119.9"
"170","3","RF5BFGH5__Diapositiva170.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\RF5BFGH5__Diapositiva170.JPG","81.3"
"170","3","RLIFH2J4__Diapositiva170.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\RLIFH2J4__Diapositiva170.JPG","90.2"
"171","3","7TXV85FA__Diapositiva171.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7TXV85FA__Diapositiva171.JPG","127.8"
"171","3","AE6B8MXV__Diapositiva171.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AE6B8MXV__Diapositiva171.JPG","57"
"171","3","XI8HLJHT__Diapositiva171.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XI8HLJHT__Diapositiva171.JPG","94.9"
"172","2","8NJQ4KUL__Diapositiva172.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8NJQ4KUL__Diapositiva172.JPG","139.9"
"172","2","E59HBZRR__Diapositiva172.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\E59HBZRR__Diapositiva172.JPG","94.9"
"173","3","H23CENDP__Diapositiva173.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\H23CENDP__Diapositiva173.JPG","53.8"
"173","3","KSRHZ7IF__Diapositiva173.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KSRHZ7IF__Diapositiva173.JPG","107.4"
"173","3","PNHUUJMT__Diapositiva173.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PNHUUJMT__Diapositiva173.JPG","144.6"
"174","3","972BCDUI__Diapositiva174.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\972BCDUI__Diapositiva174.JPG","78.9"
"174","3","V8IJD7EC__Diapositiva174.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\V8IJD7EC__Diapositiva174.JPG","108.5"
"174","3","VW6XI6WZ__Diapositiva174.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\VW6XI6WZ__Diapositiva174.JPG","52.9"
"175","3","8LNPWQQN__Diapositiva175.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8LNPWQQN__Diapositiva175.JPG","166.7"
"175","3","PFAFN9G3__Diapositiva175.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PFAFN9G3__Diapositiva175.JPG","81.5"
"175","3","YETM6MZY__Diapositiva175.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YETM6MZY__Diapositiva175.JPG","75.4"
"176","3","8M4FWAJU__Diapositiva176.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8M4FWAJU__Diapositiva176.JPG","120.8"
"176","3","CKS3WE9X__Diapositiva176.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CKS3WE9X__Diapositiva176.JPG","75.5"
"176","3","UCVDWS4B__Diapositiva176.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UCVDWS4B__Diapositiva176.JPG","119"
"177","3","AUAZ58UL__Diapositiva177.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AUAZ58UL__Diapositiva177.JPG","75.5"
"177","3","L782URUG__Diapositiva177.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\L782URUG__Diapositiva177.JPG","70.4"
"177","3","SLNRPEM6__Diapositiva177.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SLNRPEM6__Diapositiva177.JPG","136.3"
"178","3","DCQ2RNMP__Diapositiva178.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DCQ2RNMP__Diapositiva178.JPG","114.1"
"178","3","MAX7NN9S__Diapositiva178.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MAX7NN9S__Diapositiva178.JPG","73"
"178","3","UTGRLK2Q__Diapositiva178.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UTGRLK2Q__Diapositiva178.JPG","136.6"
"179","3","FVIHA43W__Diapositiva179.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FVIHA43W__Diapositiva179.JPG","116.5"
"179","3","HUJ5PUSU__Diapositiva179.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HUJ5PUSU__Diapositiva179.JPG","59.8"
"179","3","U9MSP68W__Diapositiva179.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\U9MSP68W__Diapositiva179.JPG","52"
"180","3","BAUBWLTN__Diapositiva180.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BAUBWLTN__Diapositiva180.JPG","133.9"
"180","3","IZZFWM9Z__Diapositiva180.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IZZFWM9Z__Diapositiva180.JPG","52.3"
"180","3","KD4TVRTW__Diapositiva180.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KD4TVRTW__Diapositiva180.JPG","140.8"
"181","3","AZMVXMET__Diapositiva181.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AZMVXMET__Diapositiva181.JPG","81.4"
"181","3","GX4I2VEF__Diapositiva181.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GX4I2VEF__Diapositiva181.JPG","130.9"
"181","3","H7ZSVAJG__Diapositiva181.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\H7ZSVAJG__Diapositiva181.JPG","63.3"
"182","3","ENXFI7YI__Diapositiva182.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ENXFI7YI__Diapositiva182.JPG","114"
"182","3","N3AABKFG__Diapositiva182.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\N3AABKFG__Diapositiva182.JPG","102.9"
"182","3","SRG8HAKP__Diapositiva182.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SRG8HAKP__Diapositiva182.JPG","92.3"
"183","3","4VNVIR99__Diapositiva183.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4VNVIR99__Diapositiva183.JPG","146.5"
"183","3","GMA22UW9__Diapositiva183.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GMA22UW9__Diapositiva183.JPG","82.6"
"183","3","VNE3Z7CG__Diapositiva183.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\VNE3Z7CG__Diapositiva183.JPG","95"
"184","3","5EHJ9JPT__Diapositiva184.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5EHJ9JPT__Diapositiva184.JPG","62.9"
"184","3","6APKMHAN__Diapositiva184.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6APKMHAN__Diapositiva184.JPG","121.2"
"184","3","7HQPAEQV__Diapositiva184.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7HQPAEQV__Diapositiva184.JPG","95.8"
"186","3","4YAH3PM8__Diapositiva186.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4YAH3PM8__Diapositiva186.JPG","110.1"
"186","3","GN3Z2PHT__Diapositiva186.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GN3Z2PHT__Diapositiva186.JPG","87.3"
"186","3","RSS5V6II__Diapositiva186.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\RSS5V6II__Diapositiva186.JPG","103.5"
"187","3","BU7PXHCA__Diapositiva187.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BU7PXHCA__Diapositiva187.JPG","150.7"
"187","3","KZEXY3QK__Diapositiva187.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KZEXY3QK__Diapositiva187.JPG","116.8"
"187","3","WTSUEVWM__Diapositiva187.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WTSUEVWM__Diapositiva187.JPG","74.4"
"188","3","NTD8BI4Q__Diapositiva188.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NTD8BI4Q__Diapositiva188.JPG","110.3"
"188","3","U8MPELXJ__Diapositiva188.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\U8MPELXJ__Diapositiva188.JPG","94"
"188","3","UNQY5WTB__Diapositiva188.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UNQY5WTB__Diapositiva188.JPG","120.5"
"189","3","7PJHUFPW__Diapositiva189.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7PJHUFPW__Diapositiva189.JPG","91.7"
"189","3","9PZ4X6UX__Diapositiva189.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9PZ4X6UX__Diapositiva189.JPG","49.4"
"189","3","NLIRGPIT__Diapositiva189.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NLIRGPIT__Diapositiva189.JPG","59.5"
"190","3","9XVDLP49__Diapositiva190.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9XVDLP49__Diapositiva190.JPG","68"
"190","3","CH8TEE7X__Diapositiva190.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CH8TEE7X__Diapositiva190.JPG","86.5"
"190","3","QMH49R6J__Diapositiva190.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QMH49R6J__Diapositiva190.JPG","80.3"
"191","3","9F574KLY__Diapositiva191.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9F574KLY__Diapositiva191.JPG","100.9"
"191","3","L6E6LWJG__Diapositiva191.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\L6E6LWJG__Diapositiva191.JPG","120.6"
"191","3","MAC6YQ4H__Diapositiva191.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MAC6YQ4H__Diapositiva191.JPG","65.5"
"192","3","6JIQMYNE__Diapositiva192.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6JIQMYNE__Diapositiva192.JPG","97.7"
"192","3","6LG8JCKE__Diapositiva192.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6LG8JCKE__Diapositiva192.JPG","56.3"
"192","3","IPZW5NVL__Diapositiva192.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IPZW5NVL__Diapositiva192.JPG","49.1"
"193","3","6G48GUWQ__Diapositiva193.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6G48GUWQ__Diapositiva193.JPG","121.8"
"193","3","J3P3UQ63__Diapositiva193.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\J3P3UQ63__Diapositiva193.JPG","40.5"
"193","3","J9YEN9DI__Diapositiva193.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\J9YEN9DI__Diapositiva193.JPG","95.4"
"194","2","K9MLV2LV__Diapositiva194.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\K9MLV2LV__Diapositiva194.JPG","61"
"194","2","RQL8KETA__Diapositiva194.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\RQL8KETA__Diapositiva194.JPG","108.2"
"195","3","7HZ4IKH3__Diapositiva195.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7HZ4IKH3__Diapositiva195.JPG","72.6"
"195","3","B389TNRR__Diapositiva195.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\B389TNRR__Diapositiva195.JPG","48.2"
"195","3","JDIPTJCD__Diapositiva195.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JDIPTJCD__Diapositiva195.JPG","44.5"
"196","3","62S364AN__Diapositiva196.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\62S364AN__Diapositiva196.JPG","77.8"
"196","3","JWAUEQVM__Diapositiva196.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JWAUEQVM__Diapositiva196.JPG","90.9"
"196","3","L9B5IXMM__Diapositiva196.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\L9B5IXMM__Diapositiva196.JPG","44.7"
"197","3","3MXMQDTX__Diapositiva197.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3MXMQDTX__Diapositiva197.JPG","134.6"
"197","3","822DM922__Diapositiva197.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\822DM922__Diapositiva197.JPG","59.9"
"197","3","X9GV9DBA__Diapositiva197.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\X9GV9DBA__Diapositiva197.JPG","129.4"
"198","3","9TJV2B8D__Diapositiva198.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9TJV2B8D__Diapositiva198.JPG","112.6"
"198","3","M8U57BLW__Diapositiva198.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\M8U57BLW__Diapositiva198.JPG","65.2"
"198","3","ZWX8U3BQ__Diapositiva198.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZWX8U3BQ__Diapositiva198.JPG","49.4"
"199","3","2VL32TSQ__Diapositiva199.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2VL32TSQ__Diapositiva199.JPG","142.2"
"199","3","HZBKPSP8__Diapositiva199.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HZBKPSP8__Diapositiva199.JPG","40.4"
"199","3","QUA6ZNT8__Diapositiva199.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QUA6ZNT8__Diapositiva199.JPG","55.8"
"200","2","DI5Q44G2__Diapositiva200.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DI5Q44G2__Diapositiva200.JPG","127"
"200","2","YXS5XMT4__Diapositiva200.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YXS5XMT4__Diapositiva200.JPG","134.4"
"201","3","954R96FV__Diapositiva201.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\954R96FV__Diapositiva201.JPG","80.1"
"201","3","FTTA5ZCW__Diapositiva201.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FTTA5ZCW__Diapositiva201.JPG","117.8"
"201","3","WFXRHL2X__Diapositiva201.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WFXRHL2X__Diapositiva201.JPG","111"
"202","3","65B7LDHK__Diapositiva202.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\65B7LDHK__Diapositiva202.JPG","75.7"
"202","3","7PSCET9H__Diapositiva202.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7PSCET9H__Diapositiva202.JPG","64.4"
"202","3","QBJCF5XU__Diapositiva202.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QBJCF5XU__Diapositiva202.JPG","125.1"
"203","3","2DQWUHGY__Diapositiva203.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2DQWUHGY__Diapositiva203.JPG","53.4"
"203","3","FIA8RDU9__Diapositiva203.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FIA8RDU9__Diapositiva203.JPG","105.3"
"203","3","LQEBBR8E__Diapositiva203.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\LQEBBR8E__Diapositiva203.JPG","60.5"
"204","3","H6W8RTEM__Diapositiva204.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\H6W8RTEM__Diapositiva204.JPG","145.7"
"204","3","I84IBB5F__Diapositiva204.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\I84IBB5F__Diapositiva204.JPG","140.7"
"204","3","ML9RE3U4__Diapositiva204.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ML9RE3U4__Diapositiva204.JPG","126.8"
"205","3","UM2BF7TQ__Diapositiva205.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UM2BF7TQ__Diapositiva205.JPG","83.4"
"205","3","X93SDDXQ__Diapositiva205.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\X93SDDXQ__Diapositiva205.JPG","75.6"
"205","3","ZD6CIZYI__Diapositiva205.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZD6CIZYI__Diapositiva205.JPG","60.2"
"206","3","JE6XLDTY__Diapositiva206.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JE6XLDTY__Diapositiva206.JPG","121.1"
"206","3","PUENVFKH__Diapositiva206.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PUENVFKH__Diapositiva206.JPG","106.1"
"206","3","T4ZZBC2Y__Diapositiva206.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\T4ZZBC2Y__Diapositiva206.JPG","74.5"
"207","3","44RIW5R7__Diapositiva207.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\44RIW5R7__Diapositiva207.JPG","129.8"
"207","3","J3WA8BRA__Diapositiva207.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\J3WA8BRA__Diapositiva207.JPG","62.2"
"207","3","KQDJB3IY__Diapositiva207.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KQDJB3IY__Diapositiva207.JPG","123.1"
"208","3","995XT5UH__Diapositiva208.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\995XT5UH__Diapositiva208.JPG","115.8"
"208","3","B9M39YQQ__Diapositiva208.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\B9M39YQQ__Diapositiva208.JPG","36.3"
"208","3","CNEPZBXW__Diapositiva208.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CNEPZBXW__Diapositiva208.JPG","48.7"
"209","2","FXJ3UW82__Diapositiva209.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FXJ3UW82__Diapositiva209.JPG","64.7"
"209","2","SQGI8WLH__Diapositiva209.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SQGI8WLH__Diapositiva209.JPG","128.2"
"210","2","3UR2V7KH__Diapositiva210.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3UR2V7KH__Diapositiva210.JPG","79.2"
"210","2","9AMLSM6S__Diapositiva210.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9AMLSM6S__Diapositiva210.JPG","142"
"211","3","8JPVDWAB__Diapositiva211.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8JPVDWAB__Diapositiva211.JPG","39.1"
"211","3","KG8PEWAQ__Diapositiva211.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KG8PEWAQ__Diapositiva211.JPG","108.7"
"211","3","KNILZ4KE__Diapositiva211.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KNILZ4KE__Diapositiva211.JPG","52.2"
"212","3","3B3MVAC7__Diapositiva212.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3B3MVAC7__Diapositiva212.JPG","77.3"
"212","3","9CT78MH7__Diapositiva212.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9CT78MH7__Diapositiva212.JPG","55.6"
"212","3","A3B2TA67__Diapositiva212.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\A3B2TA67__Diapositiva212.JPG","117.7"
"213","2","CLCPYVNH__Diapositiva213.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CLCPYVNH__Diapositiva213.JPG","89.4"
"213","2","R4PQQ2TH__Diapositiva213.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\R4PQQ2TH__Diapositiva213.JPG","113.8"
"214","3","2FWYM2D4__Diapositiva214.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2FWYM2D4__Diapositiva214.JPG","120.9"
"214","3","BETK8LME__Diapositiva214.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BETK8LME__Diapositiva214.JPG","56.4"
"214","3","JMKU6ED8__Diapositiva214.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JMKU6ED8__Diapositiva214.JPG","135.1"
"215","3","5KQVMYRK__Diapositiva215.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5KQVMYRK__Diapositiva215.JPG","122.9"
"215","3","C4TCW5NG__Diapositiva215.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\C4TCW5NG__Diapositiva215.JPG","148.2"
