"NFTNumber","DuplicateCountForNumber","FileName","FullPath","SizeKB"
"425","3","FYNR2W7T__Diapositiva425.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FYNR2W7T__Diapositiva425.JPG","67.9"
"426","3","EPKTM8Y4__Diapositiva426.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\EPKTM8Y4__Diapositiva426.JPG","145"
"426","3","IRJD368V__Diapositiva426.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IRJD368V__Diapositiva426.JPG","122.2"
"426","3","NGC8IFIJ__Diapositiva426.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NGC8IFIJ__Diapositiva426.JPG","53.1"
"427","2","97CEMHW7__Diapositiva427.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\97CEMHW7__Diapositiva427.JPG","113.5"
"427","2","APT949IW__Diapositiva427.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\APT949IW__Diapositiva427.JPG","58.8"
"428","3","7DTLDT2H__Diapositiva428.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7DTLDT2H__Diapositiva428.JPG","110"
"428","3","APKR5BIQ__Diapositiva428.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\APKR5BIQ__Diapositiva428.JPG","92.6"
"428","3","XCAETJ8T__Diapositiva428.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XCAETJ8T__Diapositiva428.JPG","60.1"
"429","3","DLE5AYAF__Diapositiva429.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DLE5AYAF__Diapositiva429.JPG","34.7"
"429","3","J7TWZHWN__Diapositiva429.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\J7TWZHWN__Diapositiva429.JPG","123.6"
"429","3","NM73F8ME__Diapositiva429.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\NM73F8ME__Diapositiva429.JPG","125.2"
"430","3","BMUFUDEN__Diapositiva430.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BMUFUDEN__Diapositiva430.JPG","75"
"430","3","C89W5ITU__Diapositiva430.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\C89W5ITU__Diapositiva430.JPG","41.2"
"430","3","CWLEZCIG__Diapositiva430.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CWLEZCIG__Diapositiva430.JPG","101.4"
"431","3","BHILBZTT__Diapositiva431.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BHILBZTT__Diapositiva431.JPG","148"
"431","3","V4MBSMN7__Diapositiva431.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\V4MBSMN7__Diapositiva431.JPG","76.7"
"431","3","XACFLXF6__Diapositiva431.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XACFLXF6__Diapositiva431.JPG","135.4"
"432","3","5GE9TB46__Diapositiva432.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5GE9TB46__Diapositiva432.JPG","78.4"
"432","3","N8GZ7PDI__Diapositiva432.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\N8GZ7PDI__Diapositiva432.JPG","50.5"
"432","3","S99QQ2TP__Diapositiva432.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\S99QQ2TP__Diapositiva432.JPG","142"
"433","3","3XT5WHKK__Diapositiva433.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3XT5WHKK__Diapositiva433.JPG","51.8"
"433","3","P3KVFLD3__Diapositiva433.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\P3KVFLD3__Diapositiva433.JPG","139.9"
"433","3","VIIYBLCA__Diapositiva433.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\VIIYBLCA__Diapositiva433.JPG","139.2"
"434","2","2X9WVSN3__Diapositiva434.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2X9WVSN3__Diapositiva434.JPG","110.3"
"434","2","Z9AV7JXQ__Diapositiva434.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\Z9AV7JXQ__Diapositiva434.JPG","68.7"
"435","2","UZTYJ33R__Diapositiva435.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UZTYJ33R__Diapositiva435.JPG","111.4"
"435","2","V3B7X7ER__Diapositiva435.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\V3B7X7ER__Diapositiva435.JPG","141.5"
"436","3","2UAU9WVE__Diapositiva436.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2UAU9WVE__Diapositiva436.JPG","60.6"
"436","3","SNXPKXYH__Diapositiva436.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SNXPKXYH__Diapositiva436.JPG","75.9"
"436","3","VZQMLL9L__Diapositiva436.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\VZQMLL9L__Diapositiva436.JPG","137.4"
"437","3","5EQVECVT__Diapositiva437.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\5EQVECVT__Diapositiva437.JPG","124.4"
"437","3","B2TSQMLI__Diapositiva437.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\B2TSQMLI__Diapositiva437.JPG","122.2"
"437","3","EJK2YLFM__Diapositiva437.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\EJK2YLFM__Diapositiva437.JPG","68.3"
"438","3","QSMKWCCB__Diapositiva438.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QSMKWCCB__Diapositiva438.JPG","134.2"
"438","3","Y9JHMQLW__Diapositiva438.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\Y9JHMQLW__Diapositiva438.JPG","82.9"
"438","3","YRN4GZS7__Diapositiva438.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YRN4GZS7__Diapositiva438.JPG","68.3"
"439","2","MIXJVWU7__Diapositiva439.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MIXJVWU7__Diapositiva439.JPG","132.4"
"439","2","VJ2P8234__Diapositiva439.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\VJ2P8234__Diapositiva439.JPG","165.9"
"440","3","FVEAQLNP__Diapositiva440.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FVEAQLNP__Diapositiva440.JPG","59.7"
"440","3","QVPNYDHK__Diapositiva440.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QVPNYDHK__Diapositiva440.JPG","158.3"
"440","3","RKN29HXT__Diapositiva440.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\RKN29HXT__Diapositiva440.JPG","82.2"
"441","3","JQW5263K__Diapositiva441.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JQW5263K__Diapositiva441.JPG","140.5"
"441","3","KZKFRL86__Diapositiva441.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KZKFRL86__Diapositiva441.JPG","72"
"441","3","RXDFGZXY__Diapositiva441.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\RXDFGZXY__Diapositiva441.JPG","117.8"
"442","2","KEQUVLM5__Diapositiva442.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KEQUVLM5__Diapositiva442.JPG","51.8"
"442","2","UQ42XUAK__Diapositiva442.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UQ42XUAK__Diapositiva442.JPG","115.5"
"443","2","6LX532DH__Diapositiva443.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6LX532DH__Diapositiva443.JPG","59.9"
"443","2","EWDA8WN5__Diapositiva443.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\EWDA8WN5__Diapositiva443.JPG","60.9"
"444","3","9XDX5QGV__Diapositiva444.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9XDX5QGV__Diapositiva444.JPG","118.2"
"444","3","A8FXYHJB__Diapositiva444.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\A8FXYHJB__Diapositiva444.JPG","112.8"
"444","3","HMZMNCNF__Diapositiva444.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HMZMNCNF__Diapositiva444.JPG","97.4"
"445","2","TMNAFQ5N__Diapositiva445.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TMNAFQ5N__Diapositiva445.JPG","143.5"
"445","2","X87N5E8E__Diapositiva445.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\X87N5E8E__Diapositiva445.JPG","48.5"
"447","2","ERUCZJMS__Diapositiva447.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ERUCZJMS__Diapositiva447.JPG","77.2"
"447","2","VIEJSWDE__Diapositiva447.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\VIEJSWDE__Diapositiva447.JPG","130.5"
"448","3","AHB2DI6G__Diapositiva448.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AHB2DI6G__Diapositiva448.JPG","83"
"448","3","E3L9JZI2__Diapositiva448.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\E3L9JZI2__Diapositiva448.JPG","119.5"
"448","3","HHDPWFEW__Diapositiva448.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HHDPWFEW__Diapositiva448.JPG","117.4"
"449","3","KQ9AYVYI__Diapositiva449.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KQ9AYVYI__Diapositiva449.JPG","98.3"
"449","3","QJNLPFVX__Diapositiva449.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QJNLPFVX__Diapositiva449.JPG","58.4"
"449","3","WHYWIBJJ__Diapositiva449.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\WHYWIBJJ__Diapositiva449.JPG","114.2"
"450","3","C5B9E8Y4__Diapositiva450.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\C5B9E8Y4__Diapositiva450.JPG","82.7"
"450","3","IDZ2AHDN__Diapositiva450.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IDZ2AHDN__Diapositiva450.JPG","63"
"450","3","TD8TYLN7__Diapositiva450.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TD8TYLN7__Diapositiva450.JPG","175.5"
"451","3","DLTUM7US__Diapositiva451.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DLTUM7US__Diapositiva451.JPG","64.7"
"451","3","T3SN86A9__Diapositiva451.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\T3SN86A9__Diapositiva451.JPG","94.7"
"451","3","ZV6QQR4K__Diapositiva451.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZV6QQR4K__Diapositiva451.JPG","125.4"
"452","3","D3T75RQ8__Diapositiva452.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\D3T75RQ8__Diapositiva452.JPG","125.1"
"452","3","GJ5SZF23__Diapositiva452.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GJ5SZF23__Diapositiva452.JPG","84.3"
"452","3","PFRWMTYW__Diapositiva452.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PFRWMTYW__Diapositiva452.JPG","93.5"
"453","2","58DPWBYW__Diapositiva453.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\58DPWBYW__Diapositiva453.JPG","100.7"
"453","2","KJ2EX2XM__Diapositiva453.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KJ2EX2XM__Diapositiva453.JPG","93"
"454","2","ISJPAAYS__Diapositiva454.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ISJPAAYS__Diapositiva454.JPG","128.4"
"454","2","PQPIZN2L__Diapositiva454.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PQPIZN2L__Diapositiva454.JPG","71.3"
"455","2","53CMAXLC__Diapositiva455.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\53CMAXLC__Diapositiva455.JPG","49.4"
"455","2","KBRW94MH__Diapositiva455.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KBRW94MH__Diapositiva455.JPG","79.4"
"456","3","3Z5IWKEM__Diapositiva456.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3Z5IWKEM__Diapositiva456.JPG","77.5"
"456","3","HFCY9CBN__Diapositiva456.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HFCY9CBN__Diapositiva456.JPG","63.1"
"456","3","MEZJTBD7__Diapositiva456.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MEZJTBD7__Diapositiva456.JPG","81.3"
"457","3","7I4SDNQQ__Diapositiva457.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7I4SDNQQ__Diapositiva457.JPG","107.6"
"457","3","IXBSFGGA__Diapositiva457.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IXBSFGGA__Diapositiva457.JPG","87.1"
"457","3","YB728JTA__Diapositiva457.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YB728JTA__Diapositiva457.JPG","121.2"
"458","3","4LMTT3II__Diapositiva458.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4LMTT3II__Diapositiva458.JPG","132.9"
"458","3","Q3QVQ6T6__Diapositiva458.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\Q3QVQ6T6__Diapositiva458.JPG","77"
"458","3","U3EDY3DG__Diapositiva458.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\U3EDY3DG__Diapositiva458.JPG","72.6"
"459","3","GJBHVDX2__Diapositiva459.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GJBHVDX2__Diapositiva459.JPG","43.4"
"459","3","GP7DZNI3__Diapositiva459.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GP7DZNI3__Diapositiva459.JPG","84.1"
"459","3","KKA8NVLR__Diapositiva459.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KKA8NVLR__Diapositiva459.JPG","86.9"
"460","3","99FEII39__Diapositiva460.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\99FEII39__Diapositiva460.JPG","162.1"
"460","3","FMXH39BW__Diapositiva460.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FMXH39BW__Diapositiva460.JPG","64.7"
"460","3","XJQGXPHP__Diapositiva460.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\XJQGXPHP__Diapositiva460.JPG","143.3"
"461","3","6J4RF4UD__Diapositiva461.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6J4RF4UD__Diapositiva461.JPG","81.9"
"461","3","BW9VW8IN__Diapositiva461.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\BW9VW8IN__Diapositiva461.JPG","152.2"
"461","3","GLYFP6RZ__Diapositiva461.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GLYFP6RZ__Diapositiva461.JPG","108.5"
"462","3","2TX3U77P__Diapositiva462.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2TX3U77P__Diapositiva462.JPG","119"
"462","3","3PBGHGRJ__Diapositiva462.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3PBGHGRJ__Diapositiva462.JPG","72.9"
"462","3","S4H9VHJ4__Diapositiva462.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\S4H9VHJ4__Diapositiva462.JPG","85.8"
"463","2","9I7YXMQU__Diapositiva463.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\9I7YXMQU__Diapositiva463.JPG","57.8"
"463","2","FA9D7KBL__Diapositiva463.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FA9D7KBL__Diapositiva463.JPG","32.4"
"464","3","CVW9MR7N__Diapositiva464.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\CVW9MR7N__Diapositiva464.JPG","130.1"
"464","3","HU4P4Q2U__Diapositiva464.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HU4P4Q2U__Diapositiva464.JPG","121.5"
"464","3","MAB3C5TG__Diapositiva464.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MAB3C5TG__Diapositiva464.JPG","48.8"
"465","3","3H67EJE5__Diapositiva465.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\3H67EJE5__Diapositiva465.JPG","57"
"465","3","DN67JLD3__Diapositiva465.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DN67JLD3__Diapositiva465.JPG","115.7"
"465","3","HL5CGPNW__Diapositiva465.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HL5CGPNW__Diapositiva465.JPG","64.6"
"467","3","4SHEDNI2__Diapositiva467.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4SHEDNI2__Diapositiva467.JPG","57.9"
"467","3","HKN534U3__Diapositiva467.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HKN534U3__Diapositiva467.JPG","41.3"
"467","3","TQSIUEIN__Diapositiva467.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TQSIUEIN__Diapositiva467.JPG","63.3"
"468","2","DLMIKJQF__Diapositiva468.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DLMIKJQF__Diapositiva468.JPG","85.4"
"468","2","JG58BKW6__Diapositiva468.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JG58BKW6__Diapositiva468.JPG","51.9"
"469","3","6VVYTNXY__Diapositiva469.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\6VVYTNXY__Diapositiva469.JPG","120.7"
"469","3","DCXI98Q8__Diapositiva469.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DCXI98Q8__Diapositiva469.JPG","80.5"
"469","3","W96GHWMP__Diapositiva469.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\W96GHWMP__Diapositiva469.JPG","39.9"
"470","3","78HIAMED__Diapositiva470.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\78HIAMED__Diapositiva470.JPG","75.2"
"470","3","SM8LFWE8__Diapositiva470.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SM8LFWE8__Diapositiva470.JPG","81.4"
"470","3","ZZMYK96Y__Diapositiva470.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ZZMYK96Y__Diapositiva470.JPG","71.1"
"471","2","8TWHZRYG__Diapositiva471.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8TWHZRYG__Diapositiva471.JPG","67"
"471","2","UM2RZNBD__Diapositiva471.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\UM2RZNBD__Diapositiva471.JPG","152.3"
"472","3","8DWDTLGP__Diapositiva472.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8DWDTLGP__Diapositiva472.JPG","114.2"
"472","3","GW2RKQBW__Diapositiva472.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\GW2RKQBW__Diapositiva472.JPG","76.1"
"472","3","QJGR2KQJ__Diapositiva472.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QJGR2KQJ__Diapositiva472.JPG","91.4"
"473","3","8K3SRZZR__Diapositiva473.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8K3SRZZR__Diapositiva473.JPG","35.4"
"473","3","FL23TX2L__Diapositiva473.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FL23TX2L__Diapositiva473.JPG","121.7"
"473","3","QWST52EA__Diapositiva473.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QWST52EA__Diapositiva473.JPG","123.5"
"474","3","7ZGGTWUY__Diapositiva474.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\7ZGGTWUY__Diapositiva474.JPG","96.5"
"474","3","8WWQHLT9__Diapositiva474.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8WWQHLT9__Diapositiva474.JPG","45.3"
"474","3","HYMGTVCA__Diapositiva474.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HYMGTVCA__Diapositiva474.JPG","132.5"
"475","3","337RNGUW__Diapositiva475.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\337RNGUW__Diapositiva475.JPG","54.6"
"475","3","8LE5JA3Z__Diapositiva475.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\8LE5JA3Z__Diapositiva475.JPG","73.8"
"475","3","YZFA8UC7__Diapositiva475.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YZFA8UC7__Diapositiva475.JPG","123.3"
"476","3","M84LXWRE__Diapositiva476.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\M84LXWRE__Diapositiva476.JPG","131.7"
"476","3","QLD8WTA8__Diapositiva476.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\QLD8WTA8__Diapositiva476.JPG","85.8"
"476","3","YPZKHDRD__Diapositiva476.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YPZKHDRD__Diapositiva476.JPG","150.2"
"477","2","PNC33NKR__Diapositiva477.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\PNC33NKR__Diapositiva477.JPG","86.4"
"477","2","YKVIPFZ4__Diapositiva477.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YKVIPFZ4__Diapositiva477.JPG","112.5"
"478","2","DX6N5Z3Q__Diapositiva478.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DX6N5Z3Q__Diapositiva478.JPG","66"
"478","2","HXQBYM2H__Diapositiva478.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HXQBYM2H__Diapositiva478.JPG","71.7"
"479","2","39P6VL4V__Diapositiva479.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\39P6VL4V__Diapositiva479.JPG","92"
"479","2","AQHMJE9N__Diapositiva479.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\AQHMJE9N__Diapositiva479.JPG","122.5"
"480","3","DBU9CZND__Diapositiva480.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DBU9CZND__Diapositiva480.JPG","116.2"
"480","3","HDPI5FT2__Diapositiva480.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\HDPI5FT2__Diapositiva480.JPG","88.7"
"480","3","YKB8CR57__Diapositiva480.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YKB8CR57__Diapositiva480.JPG","81.7"
"481","3","FX5AD35C__Diapositiva481.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FX5AD35C__Diapositiva481.JPG","171.8"
"481","3","G8GKIQZ6__Diapositiva481.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\G8GKIQZ6__Diapositiva481.JPG","136"
"481","3","MR8RM4AQ__Diapositiva481.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\MR8RM4AQ__Diapositiva481.JPG","114.1"
"482","3","ISMLR9PA__Diapositiva482.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ISMLR9PA__Diapositiva482.JPG","120.6"
"482","3","KQ5WI6J6__Diapositiva482.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\KQ5WI6J6__Diapositiva482.JPG","98.4"
"482","3","TDDW8I6G__Diapositiva482.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\TDDW8I6G__Diapositiva482.JPG","155.2"
"483","3","DR9SSAF4__Diapositiva483.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DR9SSAF4__Diapositiva483.JPG","30.5"
"483","3","FBRHWLNE__Diapositiva483.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\FBRHWLNE__Diapositiva483.JPG","84.6"
"483","3","SLHHYD82__Diapositiva483.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\SLHHYD82__Diapositiva483.JPG","119.6"
"484","2","IVM6LFBZ__Diapositiva484.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\IVM6LFBZ__Diapositiva484.JPG","57.9"
"484","2","JXIT5TBD__Diapositiva484.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\JXIT5TBD__Diapositiva484.JPG","75.2"
"485","3","DTLATLRY__Diapositiva485.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DTLATLRY__Diapositiva485.JPG","45.8"
"485","3","EFTHHUZQ__Diapositiva485.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\EFTHHUZQ__Diapositiva485.JPG","83.8"
"485","3","RDHBV8F3__Diapositiva485.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\RDHBV8F3__Diapositiva485.JPG","113.9"
"486","3","4IJUL9WA__Diapositiva486.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\4IJUL9WA__Diapositiva486.JPG","127.3"
"486","3","DC722VFZ__Diapositiva486.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\DC722VFZ__Diapositiva486.JPG","47.4"
"486","3","LUQYHPWX__Diapositiva486.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\LUQYHPWX__Diapositiva486.JPG","93.4"
"487","3","ACGN3ZZV__Diapositiva487.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\ACGN3ZZV__Diapositiva487.JPG","152.6"
"487","3","M48R9CT8__Diapositiva487.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\M48R9CT8__Diapositiva487.JPG","46.1"
"487","3","W6RW989E__Diapositiva487.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\W6RW989E__Diapositiva487.JPG","132.8"
"488","3","III49UPC__Diapositiva488.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\III49UPC__Diapositiva488.JPG","138.1"
"488","3","K6IZ5J6Y__Diapositiva488.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\K6IZ5J6Y__Diapositiva488.JPG","144"
"488","3","YGL6RU5T__Diapositiva488.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\YGL6RU5T__Diapositiva488.JPG","56.7"
"489","3","2GDSHVRP__Diapositiva489.JPG","E:\Zotero-organized-export\JPG-JPEG\Light Cult NFTs\2GDSHVRP__Diapositiva489.JPG","42.9"
